INDEX	UUID	TYPE	STR	AG_A_TEXT	AG_A_LINKS	AG_A_STR	AG_B_TEXT	AG_B_LINKS	AG_B_STR	PMID	TEXT	IS_HYP	IS_DIRECT	CURATOR	CORRECT	NOTES	AG_A_IDS_CORRECT	AG_A_STATE_CORRECT	AG_B_IDS_CORRECT	AG_B_STATE_CORRECT	EVENT_CORRECT	RES_CORRECT	POS_CORRECT	SUBJ_ACT_CORRECT	OBJ_ACT_CORRECT	HYP_CORRECT	DIRECT_CORRECT
926	dc2443b7-cf89-4f31-afb4-9b6522f8cf7a	Activation	Activation(BDNF(), TNFSF11())	BDNF	https://identifiers.org/uniprot/P23560, https://identifiers.org/hgnc/HGNC:1033	BDNF()	RANKL	https://identifiers.org/uniprot/O14788, https://identifiers.org/hgnc/HGNC:11926	TNFSF11()	23077504	Similar results were obtained for RANKL protein (XREF_FIG) : RANKL expression distinctly increased in BMSCs treated with 25 ng/ml BDNF for 48 h.		FALSE														
927	dc2443b7-cf89-4f31-afb4-9b6522f8cf7a	Activation	Activation(BDNF(), TNFSF11())	BDNF	https://identifiers.org/uniprot/P23560, https://identifiers.org/hgnc/HGNC:1033	BDNF()	RANKL	https://identifiers.org/uniprot/O14788, https://identifiers.org/hgnc/HGNC:11926	TNFSF11()	23077504	To further investigate the roles of ERK1/2 and AKT signaling in the BDNF induction of RANKL production, BMSCs were pre-incubated with MEK and ERK inhibitor U0126 and or AKT inhibitor LY204002 for 1 hour and exposed to 25 ng/ml of BDNF for 24 hours.		FALSE														
928	dc2443b7-cf89-4f31-afb4-9b6522f8cf7a	Activation	Activation(BDNF(), TNFSF11())	BDNF	https://identifiers.org/uniprot/P23560, https://identifiers.org/hgnc/HGNC:1033	BDNF()	RANKL	https://identifiers.org/uniprot/O14788, https://identifiers.org/hgnc/HGNC:11926	TNFSF11()	23077504	Treatment of BMSCs with LY204002 partially inhibited BDNF stimulated RANKL secretion but with no statistical significance (P = 0.069).		FALSE														
929	dc2443b7-cf89-4f31-afb4-9b6522f8cf7a	Activation	Activation(BDNF(), TNFSF11())	BDNF	https://identifiers.org/uniprot/P23560, https://identifiers.org/hgnc/HGNC:1033	BDNF()	RANKL	https://identifiers.org/uniprot/O14788, https://identifiers.org/hgnc/HGNC:11926	TNFSF11()	23077504	These findings indicate that MEK and ERK are the main downstream mediators of BDNF induced RANKL secretion in BMSCs.		FALSE														
930	dc2443b7-cf89-4f31-afb4-9b6522f8cf7a	Activation	Activation(BDNF(), TNFSF11())	BDNF	https://identifiers.org/uniprot/P23560, https://identifiers.org/hgnc/HGNC:1033	BDNF()	RANKL	https://identifiers.org/uniprot/O14788, https://identifiers.org/hgnc/HGNC:11926	TNFSF11()	23077504	In this study, we found that BDNF promoted the secretion of RANKL in human BMSCs to further amplify osteoclast formation in vitro.		FALSE														
931	dc2443b7-cf89-4f31-afb4-9b6522f8cf7a	Activation	Activation(BDNF(), TNFSF11())	BDNF	https://identifiers.org/uniprot/P23560, https://identifiers.org/hgnc/HGNC:1033	BDNF()	RANKL	https://identifiers.org/uniprot/O14788, https://identifiers.org/hgnc/HGNC:11926	TNFSF11()	23420490	Coculture systems constructed with noncontact transwells revealed that, in vitro, MM derived BDNF increased RANKL and decreased OPG production in osteoblasts in a time- and dose dependent manner.		FALSE														
932	1eef443b-eaf9-41ed-9055-d9c17bf92ab6	Phosphorylation	Phosphorylation(F2(), MYL())	thrombin	https://identifiers.org/interpro/IPR003966, https://identifiers.org/uniprot/P00734, https://identifiers.org/hgnc/HGNC:3535	F2()	MLC	https://identifiers.org/fplx/MYL	MYL()	15284075	In contrast, thrombin produced prominent circumferential localization of actin fibers, increased MLC phosphorylation and increased TER across epithelial monolayers, consistent with barrier protection.		FALSE														
933	1eef443b-eaf9-41ed-9055-d9c17bf92ab6	Phosphorylation	Phosphorylation(F2(), MYL())	thrombin	https://identifiers.org/interpro/IPR003966, https://identifiers.org/uniprot/P00734, https://identifiers.org/hgnc/HGNC:3535	F2()	MLC	https://identifiers.org/fplx/MYL	MYL()	25198505	Stathmin-S63A expression also impaired the inhibitory effect of HGF on thrombin induced Rho activation and Rho-kinase mediated phosphorylation of myosin associated phosphatase (MYPT) and myosin light chain (MLC) induced by thrombin.		FALSE														
934	1eef443b-eaf9-41ed-9055-d9c17bf92ab6	Phosphorylation	Phosphorylation(F2(), MYL())	thrombin	https://identifiers.org/interpro/IPR003966, https://identifiers.org/uniprot/P00734, https://identifiers.org/hgnc/HGNC:3535	F2()	MLC	https://identifiers.org/fplx/MYL	MYL()	25198505	Stathmin-S63A expression also impaired the inhibitory effect of HGF on thrombin induced Rho activation and Rho-kinase mediated phosphorylation of myosin associated phosphatase (MYPT) and myosin light chain (MLC) induced by thrombin.		FALSE														
935	1eef443b-eaf9-41ed-9055-d9c17bf92ab6	Phosphorylation	Phosphorylation(F2(), MYL())	thrombin	https://identifiers.org/interpro/IPR003966, https://identifiers.org/uniprot/P00734, https://identifiers.org/hgnc/HGNC:3535	F2()	MLC	https://identifiers.org/fplx/MYL	MYL()	20417648	In these PMA treated cells, thrombin induced inter-endothelial gap formation, MLC phosphorylation, and actin stress fiber formation, but failed to increase [Ca 2+] i.		FALSE														
936	1eef443b-eaf9-41ed-9055-d9c17bf92ab6	Phosphorylation	Phosphorylation(F2(), MYL())	thrombin	https://identifiers.org/interpro/IPR003966, https://identifiers.org/uniprot/P00734, https://identifiers.org/hgnc/HGNC:3535	F2()	MLC	https://identifiers.org/fplx/MYL	MYL()	20417648	These studies clearly demonstrated that inhibition of PKCzeta expression or activity blocked thrombin induced increase in RhoA activity, MLC phosphorylation, actin stress fiber formation, and transendothelial electrical resistance (TER) in the HMEC cell line.		FALSE														
937	1eef443b-eaf9-41ed-9055-d9c17bf92ab6	Phosphorylation	Phosphorylation(F2(), MYL())	thrombin	https://identifiers.org/interpro/IPR003966, https://identifiers.org/uniprot/P00734, https://identifiers.org/hgnc/HGNC:3535	F2()	MLC	https://identifiers.org/fplx/MYL	MYL()	16188281	In this study, thrombin induced EC barrier disruption was demonstrated by the decrease in transendothelial monolayer electrical resistance, the increase in MLC phosphorylation, and actomyosin contractile filament formation ().		FALSE														
938	1eef443b-eaf9-41ed-9055-d9c17bf92ab6	Phosphorylation	Phosphorylation(F2(), MYL())	thrombin	https://identifiers.org/interpro/IPR003966, https://identifiers.org/uniprot/P00734, https://identifiers.org/hgnc/HGNC:3535	F2()	MLC	https://identifiers.org/fplx/MYL	MYL()	16188281	Immunostaining of F-actin and phosphorylated MLC demonstrated that PBEF silencing abolished thrombin induced actin fiber formation and MLC phosphorylation ().		FALSE														
939	3601f0c5-e136-43fd-9473-cd3da1a41709	Complex	Complex(VDAC1(), BAX())	VDAC	https://identifiers.org/uniprot/P21796, https://identifiers.org/hgnc/HGNC:12669	VDAC1()	Bax	https://identifiers.org/uniprot/Q07812, https://identifiers.org/hgnc/HGNC:959	BAX()	27941998	Recent studies have found that ATF2, Bim, VDAC1 hierarchically regulate apoptosis, ATF2 damages HK and VDAC1 complex, stimulating Bim mediated the formation BAX and VDAC complex to increase permeability and the release mitochondrial cytochrome C, and induce death [XREF_BIBR].		TRUE														
940	3601f0c5-e136-43fd-9473-cd3da1a41709	Complex	Complex(VDAC1(), BAX())	VDAC	https://identifiers.org/uniprot/P21796, https://identifiers.org/hgnc/HGNC:12669	VDAC1()	Bax	https://identifiers.org/uniprot/Q07812, https://identifiers.org/hgnc/HGNC:959	BAX()	27941998	bax can interact with VDAC to increase VDAC aperture and increases mitochondrial permeability, promoting apoptosis [XREF_BIBR].		TRUE														
941	3601f0c5-e136-43fd-9473-cd3da1a41709	Complex	Complex(VDAC1(), BAX())	VDAC	https://identifiers.org/uniprot/P21796, https://identifiers.org/hgnc/HGNC:12669	VDAC1()	Bax	https://identifiers.org/uniprot/Q07812, https://identifiers.org/hgnc/HGNC:959	BAX()	27941998	ATF2-Bim-VDAC1 hierarchically regulates apoptosis, ATF2 damages HK and VDAC1 complex, inspires Bim mediated BAX and VDAC complex formation to increase the permeability and the release of mitochondrial cytochrome C, resulting in induction of apoptosis [XREF_BIBR].		TRUE														
942	3601f0c5-e136-43fd-9473-cd3da1a41709	Complex	Complex(VDAC1(), BAX())	VDAC	https://identifiers.org/uniprot/P21796, https://identifiers.org/hgnc/HGNC:12669	VDAC1()	Bax	https://identifiers.org/uniprot/Q07812, https://identifiers.org/hgnc/HGNC:959	BAX()	27941998	VDAC1 are closely related to the apoptosis of cells, especially bax interacts with VDAC1 to enhance the permeability of mitochondria, and then promote the apoptosis.		TRUE														
943	3601f0c5-e136-43fd-9473-cd3da1a41709	Complex	Complex(VDAC1(), BAX())	VDAC	https://identifiers.org/uniprot/P21796, https://identifiers.org/hgnc/HGNC:12669	VDAC1()	Bax	https://identifiers.org/uniprot/Q07812, https://identifiers.org/hgnc/HGNC:959	BAX()	21145877	We also demonstrated that mitochondrial m-calpain plays a significant role in the release of truncated AIF from mitochondria through VDAC and Bax complex.		TRUE														
944	3601f0c5-e136-43fd-9473-cd3da1a41709	Complex	Complex(VDAC1(), BAX())	VDAC	https://identifiers.org/uniprot/P21796, https://identifiers.org/hgnc/HGNC:12669	VDAC1()	Bax	https://identifiers.org/uniprot/Q07812, https://identifiers.org/hgnc/HGNC:959	BAX()	12767928	While the non specific IgG could not interfere with the binding of hVDAC1 to Bax or Bcl-X (lanes 2 and 6), antibodies against the loops effectively block the interaction between hVDAC1 and Bcl-X or BaxDeltaTM (lanes 3-4 and 7-8).		TRUE														
945	3601f0c5-e136-43fd-9473-cd3da1a41709	Complex	Complex(VDAC1(), BAX())	VDAC	https://identifiers.org/uniprot/P21796, https://identifiers.org/hgnc/HGNC:12669	VDAC1()	Bax	https://identifiers.org/uniprot/Q07812, https://identifiers.org/hgnc/HGNC:959	BAX()	15845384	It has been shown that HK and Bax (a pro apoptotic gene) compete for the same binding site on VDAC and when Bax is bound to VDAC, cytochrome is released from the mitochondria, which results in apoptosis.		TRUE														
946	ca55c9b9-5835-4d0d-b548-a055c0468de3	Inhibition	Inhibition(NFE2L2(), ERK())	Nrf2	https://identifiers.org/uniprot/Q16236, https://identifiers.org/hgnc/HGNC:7782	NFE2L2()	ERK	https://identifiers.org/fplx/ERK	ERK()	21270272	In addition, upregulation of cardiac Nrf2 by its activator dihydro-CDDO-trifluoroethyl amide (Dh404) significantly prevented diabetes induced nitrosative damage, ERK activation, and insulin signaling downregulation.		FALSE														
947	ca55c9b9-5835-4d0d-b548-a055c0468de3	Inhibition	Inhibition(NFE2L2(), ERK())	Nrf2	https://identifiers.org/uniprot/Q16236, https://identifiers.org/hgnc/HGNC:7782	NFE2L2()	ERK	https://identifiers.org/fplx/ERK	ERK()	21270272	As shown in XREF_FIG, a forced activation of Nrf2 by adenoviral overexpression of Nrf2 significantly suppressed H 2 O 2 -induced ERK activity in HL-1 cells with the presence of insulin.		FALSE														
948	ca55c9b9-5835-4d0d-b548-a055c0468de3	Inhibition	Inhibition(NFE2L2(), ERK())	Nrf2	https://identifiers.org/uniprot/Q16236, https://identifiers.org/hgnc/HGNC:7782	NFE2L2()	ERK	https://identifiers.org/fplx/ERK	ERK()	21270272	This finding suggests that Nrf2 activation could prevent oxidative stress induced ERK activity in adult cardiomyocytes (XREF_FIG).		FALSE														
949	ca55c9b9-5835-4d0d-b548-a055c0468de3	Inhibition	Inhibition(NFE2L2(), ERK())	Nrf2	https://identifiers.org/uniprot/Q16236, https://identifiers.org/hgnc/HGNC:7782	NFE2L2()	ERK	https://identifiers.org/fplx/ERK	ERK()	21270272	Fifth, Nrf2 activation suppresses the oxidative stress induced ERK activity and reverses the oxidative stress induced insulin resistance.		FALSE														
950	ca55c9b9-5835-4d0d-b548-a055c0468de3	Inhibition	Inhibition(NFE2L2(), ERK())	Nrf2	https://identifiers.org/uniprot/Q16236, https://identifiers.org/hgnc/HGNC:7782	NFE2L2()	ERK	https://identifiers.org/fplx/ERK	ERK()	21270272	Forced activation of Nrf2 by adenoviral over-expression of Nrf2 inhibited the increased ERK activity and recovered the blunted insulin sensitivity on glucose uptake in cardiomyocytes that were chronically treated with H 2 O 2.		FALSE														
951	ca55c9b9-5835-4d0d-b548-a055c0468de3	Inhibition	Inhibition(NFE2L2(), ERK())	Nrf2	https://identifiers.org/uniprot/Q16236, https://identifiers.org/hgnc/HGNC:7782	NFE2L2()	ERK	https://identifiers.org/fplx/ERK	ERK()	21270272	Upregulation of Nrf2 by its activator, Dh404, in cardiomyocytes in vitro and in vivo prevented hydrogen peroxide- and diabetes induced ERK activation and insulin signaling downregulation.		FALSE														
952	ca55c9b9-5835-4d0d-b548-a055c0468de3	Inhibition	Inhibition(NFE2L2(), ERK())	Nrf2	https://identifiers.org/uniprot/Q16236, https://identifiers.org/hgnc/HGNC:7782	NFE2L2()	ERK	https://identifiers.org/fplx/ERK	ERK()	20806931	Inhibition of Nrf2 activating upstream kinase MEK and ERK by PD98059 weakened DEM mediated induction of CBR3 mRNA.		FALSE														
953	0a5cdc9c-ba11-44a6-983a-e568c1ee03d4	IncreaseAmount	IncreaseAmount(F2RL1(), PTGS2())	PAR2	https://identifiers.org/uniprot/P55085, https://identifiers.org/hgnc/HGNC:3538	F2RL1()	cyclooxygenase-2	https://identifiers.org/uniprot/P35354, https://identifiers.org/hgnc/HGNC:9605	PTGS2()	17962194	Proteinase activated receptor-2 induces cyclooxygenase-2 expression through beta-catenin and cyclic AMP response element binding protein.		FALSE														
954	0a5cdc9c-ba11-44a6-983a-e568c1ee03d4	IncreaseAmount	IncreaseAmount(F2RL1(), PTGS2())	PAR2	https://identifiers.org/uniprot/P55085, https://identifiers.org/hgnc/HGNC:3538	F2RL1()	cyclooxygenase-2	https://identifiers.org/uniprot/P35354, https://identifiers.org/hgnc/HGNC:9605	PTGS2()	20740367	PAR-2 agonist peptide activated mRNA and protein expression of COX-2 in HuCCT1 and TKKK.		FALSE														
955	0a5cdc9c-ba11-44a6-983a-e568c1ee03d4	IncreaseAmount	IncreaseAmount(F2RL1(), PTGS2())	PAR2	https://identifiers.org/uniprot/P55085, https://identifiers.org/hgnc/HGNC:3538	F2RL1()	cyclooxygenase-2	https://identifiers.org/uniprot/P35354, https://identifiers.org/hgnc/HGNC:9605	PTGS2()	17405913	PAR-2 agonist peptide augmented H. pylori induced COX-2 expression in AGS cells.		FALSE														
956	0a5cdc9c-ba11-44a6-983a-e568c1ee03d4	IncreaseAmount	IncreaseAmount(F2RL1(), PTGS2())	PAR2	https://identifiers.org/uniprot/P55085, https://identifiers.org/hgnc/HGNC:3538	F2RL1()	cyclooxygenase-2	https://identifiers.org/uniprot/P35354, https://identifiers.org/hgnc/HGNC:9605	PTGS2()	23991686	PAR-2 activity also stimulates proliferation of colon cancer cells and induces the expression of the prostaglandin synthesizing enzyme COX2 and its metabolite prostaglandin-E2 [XREF_BIBR].		FALSE														
957	0a5cdc9c-ba11-44a6-983a-e568c1ee03d4	IncreaseAmount	IncreaseAmount(F2RL1(), PTGS2())	PAR2	https://identifiers.org/uniprot/P55085, https://identifiers.org/hgnc/HGNC:3538	F2RL1()	cyclooxygenase-2	https://identifiers.org/uniprot/P35354, https://identifiers.org/hgnc/HGNC:9605	PTGS2()	19543320	PAR2 agonists induce Cox-2 expression in lung cancer cells, MMP 2/9 production in prostate cancer cells and VEGF secretion in breast cancer cells.		FALSE														
958	0a5cdc9c-ba11-44a6-983a-e568c1ee03d4	IncreaseAmount	IncreaseAmount(F2RL1(), PTGS2())	PAR2	https://identifiers.org/uniprot/P55085, https://identifiers.org/hgnc/HGNC:3538	F2RL1()	cyclooxygenase-2	https://identifiers.org/uniprot/P35354, https://identifiers.org/hgnc/HGNC:9605	PTGS2()	23919450	Activation of PAR-2 in alveolar type II derived A549 cells can also triggers PKC-ERK pathway and causing cyclooxygenase-2 expression and prostaglandin E2 (PGE2) formation [XREF_BIBR].		FALSE														
959	0a5cdc9c-ba11-44a6-983a-e568c1ee03d4	IncreaseAmount	IncreaseAmount(F2RL1(), PTGS2())	PAR2	https://identifiers.org/uniprot/P55085, https://identifiers.org/hgnc/HGNC:3538	F2RL1()	cyclooxygenase-2	https://identifiers.org/uniprot/P35354, https://identifiers.org/hgnc/HGNC:9605	PTGS2()	10725339	However, PAR2 agonists activate phospholipase A 2 to generate arachidonic acid, and also stimulate cyclooxygenase-2 expression in an ERK dependent manner in enterocytes (Kong, W., and N.W. Bunnett, unpublished observations).		FALSE														
960	1f7a7413-e753-4c33-bf02-cc1639b01a60	Complex	Complex(VPS35(), LRP6())	VPS35	https://identifiers.org/uniprot/Q96QK1, https://identifiers.org/hgnc/HGNC:13487	VPS35()	LRP6	https://identifiers.org/uniprot/O75581, https://identifiers.org/hgnc/HGNC:6698	LRP6()	17239604	Co-immunoprecipitation experiments, with and without succinimydal propionate (DSP) crosslinking, failed to identify any interaction between LRP6 and VPS35 (not shown).		TRUE														
961	1f7a7413-e753-4c33-bf02-cc1639b01a60	Complex	Complex(VPS35(), LRP6())	VPS35	https://identifiers.org/uniprot/Q96QK1, https://identifiers.org/hgnc/HGNC:13487	VPS35()	LRP6	https://identifiers.org/uniprot/O75581, https://identifiers.org/hgnc/HGNC:6698	LRP6()	17239604	One obvious candidate protein which might mediate an interaction between LRP6 and VPS35 is the WNT co-receptor Frizzled.		TRUE														
962	1f7a7413-e753-4c33-bf02-cc1639b01a60	Complex	Complex(VPS35(), LRP6())	VPS35	https://identifiers.org/uniprot/Q96QK1, https://identifiers.org/hgnc/HGNC:13487	VPS35()	LRP6	https://identifiers.org/uniprot/O75581, https://identifiers.org/hgnc/HGNC:6698	LRP6()	17239604	While it is certainly possible that an indirect interaction between LRP6 and VPS35 depends upon Wnt ligand mediated signaling, we have not been able to identify the factors responsible for this putative interaction.We were nevertheless intrigued by the finding of retromer protein in the pulldown assay.		TRUE														
